Store_ID,Brand,Month,Menu_Category,Sales,Transactions
1000,Maple Grill,2023-01-01,Sides,29342,2240
1000,Maple Grill,2023-01-01,Beverages,33280,2659
1000,Maple Grill,2023-01-01,Desserts,14485,1184
1000,Maple Grill,2023-02-01,Mains,31266,1568
1000,Maple Grill,2023-02-01,Sides,10469,635
1000,Maple Grill,2023-02-01,Beverages,34037,2797
1000,Maple Grill,2023-02-01,Desserts,28435,2826
1000,Maple Grill,2023-03-01,Mains,11607,1124
1000,Maple Grill,2023-03-01,Sides,33207,2990
1000,Maple Grill,2023-03-01,Beverages,33705,2282
1000,Maple Grill,2023-03-01,Desserts,14679,796
1000,Maple Grill,2023-04-01,Mains,36150,3434
1000,Maple Grill,2023-04-01,Sides,15338,910
1000,Maple Grill,2023-04-01,Beverages,15836,825
1000,Maple Grill,2023-04-01,Desserts,33136,1870
1000,Maple Grill,2023-05-01,Mains,36860,3661
1000,Maple Grill,2023-05-01,Sides,28358,1626
1000,Maple Grill,2023-05-01,Beverages,12974,1028
1000,Maple Grill,2023-05-01,Desserts,27421,1943
1000,Maple Grill,2023-06-01,Mains,28253,1969
1000,Maple Grill,2023-06-01,Sides,9050,497
1000,Maple Grill,2023-06-01,Beverages,33620,1893
1000,Maple Grill,2023-06-01,Desserts,36285,3087
1000,Maple Grill,2023-07-01,Mains,38335,2195
1000,Maple Grill,2023-07-01,Sides,31631,1784
1000,Maple Grill,2023-07-01,Beverages,21431,1266
1000,Maple Grill,2023-07-01,Desserts,24190,1864
1000,Maple Grill,2023-08-01,Mains,9496,942
1000,Maple Grill,2023-08-01,Sides,38556,2852
1000,Maple Grill,2023-08-01,Beverages,18273,1562
1000,Maple Grill,2023-08-01,Desserts,17844,1069
1000,Maple Grill,2023-09-01,Mains,9199,769
1000,Maple Grill,2023-09-01,Sides,11785,648
1000,Maple Grill,2023-09-01,Beverages,35649,2002
1000,Maple Grill,2023-09-01,Desserts,8451,693
1000,Maple Grill,2023-10-01,Mains,10140,618
1000,Maple Grill,2023-10-01,Sides,13677,726
1000,Maple Grill,2023-10-01,Beverages,31384,2354
1000,Maple Grill,2023-10-01,Desserts,11614,856
1000,Maple Grill,2023-11-01,Mains,30713,1687
1000,Maple Grill,2023-11-01,Sides,24277,1600
1000,Maple Grill,2023-11-01,Beverages,33296,3129
1000,Maple Grill,2023-11-01,Desserts,26291,1704
1000,Maple Grill,2023-12-01,Mains,32505,2780
1000,Maple Grill,2023-12-01,Sides,25624,1285
1000,Maple Grill,2023-12-01,Beverages,16230,1060
1000,Maple Grill,2023-12-01,Desserts,10696,593
1000,Maple Grill,2024-01-01,Mains,20968,1629
1000,Maple Grill,2024-01-01,Sides,13579,833
1000,Maple Grill,2024-01-01,Beverages,14082,740
1000,Maple Grill,2024-01-01,Desserts,19297,1369
1000,Maple Grill,2024-02-01,Mains,16089,1411
1000,Maple Grill,2024-02-01,Sides,21387,1210
1000,Maple Grill,2024-02-01,Beverages,18005,915
1000,Maple Grill,2024-02-01,Desserts,8014,579
1000,Maple Grill,2024-03-01,Mains,31947,1834
1000,Maple Grill,2024-03-01,Sides,11208,923
1000,Maple Grill,2024-03-01,Beverages,11948,678
1000,Maple Grill,2024-03-01,Desserts,23124,1480
1000,Maple Grill,2024-04-01,Mains,20621,1182
1000,Maple Grill,2024-04-01,Sides,11483,1069
1000,Maple Grill,2024-04-01,Beverages,16983,1355
1000,Maple Grill,2024-04-01,Desserts,17878,1313
1000,Maple Grill,2024-05-01,Mains,23846,1755
1000,Maple Grill,2024-05-01,Sides,39607,2581
1000,Maple Grill,2024-05-01,Beverages,19202,1463
1000,Maple Grill,2024-05-01,Desserts,8172,642
1000,Maple Grill,2024-06-01,Mains,22619,1528
1000,Maple Grill,2024-06-01,Sides,10410,665
1000,Maple Grill,2024-06-01,Beverages,22617,1692
1000,Maple Grill,2024-06-01,Desserts,26934,2466
1000,Maple Grill,2024-07-01,Mains,11106,579
1000,Maple Grill,2024-07-01,Sides,35394,2914
1000,Maple Grill,2024-07-01,Beverages,37514,1985
1000,Maple Grill,2024-07-01,Desserts,11596,686
1000,Maple Grill,2024-08-01,Mains,27786,1895
1000,Maple Grill,2024-08-01,Sides,34896,2352
1000,Maple Grill,2024-08-01,Beverages,34410,1882
1000,Maple Grill,2024-08-01,Desserts,31362,1859
1000,Maple Grill,2024-09-01,Mains,25787,2029
1000,Maple Grill,2024-09-01,Sides,39210,3864
1000,Maple Grill,2024-09-01,Beverages,24540,2388
1000,Maple Grill,2024-09-01,Desserts,25958,1749
1000,Maple Grill,2024-10-01,Mains,37638,2643
1000,Maple Grill,2024-10-01,Sides,34642,1889
1000,Maple Grill,2024-10-01,Beverages,9732,527
1000,Maple Grill,2024-10-01,Desserts,14508,1429
1000,Maple Grill,2024-11-01,Mains,27476,2007
1000,Maple Grill,2024-11-01,Sides,9293,480
1000,Maple Grill,2024-11-01,Beverages,24096,2388
1000,Maple Grill,2024-11-01,Desserts,37625,2469
1000,Maple Grill,2024-12-01,Mains,35832,2160
1000,Maple Grill,2024-12-01,Sides,36930,2208
1000,Maple Grill,2024-12-01,Beverages,9105,464
1000,Maple Grill,2024-12-01,Desserts,11270,926
1001,Maple Grill,2022-01-01,Mains,15414,861
1001,Maple Grill,2022-01-01,Sides,38626,2078
1001,Maple Grill,2022-01-01,Beverages,37058,2705
1001,Maple Grill,2022-01-01,Desserts,19583,1019
1001,Maple Grill,2022-02-01,Mains,22041,1142
1001,Maple Grill,2022-02-01,Sides,10356,648
1001,Maple Grill,2022-02-01,Beverages,11716,692
1001,Maple Grill,2022-02-01,Desserts,15655,786
1001,Maple Grill,2022-03-01,Mains,25011,1400
1001,Maple Grill,2022-03-01,Sides,13596,1128
1001,Maple Grill,2022-03-01,Beverages,33819,3264
1001,Maple Grill,2022-03-01,Desserts,38929,3018
1001,Maple Grill,2022-04-01,Mains,15957,1215
1001,Maple Grill,2022-04-01,Sides,21914,1786
1001,Maple Grill,2022-04-01,Beverages,29130,1765
1001,Maple Grill,2022-04-01,Desserts,38159,3589
1001,Maple Grill,2022-05-01,Mains,33081,2103
1001,Maple Grill,2022-05-01,Sides,16755,975
1001,Maple Grill,2022-05-01,Beverages,9644,551
1001,Maple Grill,2022-05-01,Desserts,34508,2571
1001,Maple Grill,2022-06-01,Mains,15073,803
1001,Maple Grill,2022-06-01,Sides,23774,1890
1001,Maple Grill,2022-06-01,Beverages,34660,2325
1001,Maple Grill,2022-06-01,Desserts,29087,1527
1001,Maple Grill,2022-07-01,Mains,8400,602
1001,Maple Grill,2022-07-01,Sides,13748,803
1001,Maple Grill,2022-07-01,Beverages,34301,2014
1001,Maple Grill,2022-07-01,Desserts,35479,3417
1001,Maple Grill,2022-08-01,Mains,20968,1581
1001,Maple Grill,2022-08-01,Sides,26913,2661
1001,Maple Grill,2022-08-01,Beverages,21158,1642
1001,Maple Grill,2022-08-01,Desserts,25087,2281
1001,Maple Grill,2022-09-01,Mains,26799,1729
1001,Maple Grill,2022-09-01,Sides,36318,2148
1001,Maple Grill,2022-09-01,Beverages,37974,2005
1001,Maple Grill,2022-09-01,Desserts,22246,1270
1001,Maple Grill,2022-10-01,Mains,18019,920
1001,Maple Grill,2022-10-01,Sides,13642,705
1001,Maple Grill,2022-10-01,Beverages,30814,2878
1001,Maple Grill,2022-10-01,Desserts,21081,1317
1001,Maple Grill,2022-11-01,Mains,13125,1014
1001,Maple Grill,2022-11-01,Sides,30348,1833
1001,Maple Grill,2022-11-01,Beverages,24316,1528
1001,Maple Grill,2022-11-01,Desserts,31924,2422
1001,Maple Grill,2022-12-01,Mains,22323,1955
1001,Maple Grill,2022-12-01,Sides,33435,1773
1001,Maple Grill,2022-12-01,Beverages,38757,2296
1001,Maple Grill,2022-12-01,Desserts,32252,2362
1001,Maple Grill,2023-01-01,Mains,12863,926
1001,Maple Grill,2023-01-01,Sides,18436,1669
1001,Maple Grill,2023-01-01,Beverages,37299,3209
1001,Maple Grill,2023-01-01,Desserts,20739,1330
1001,Maple Grill,2023-02-01,Mains,32953,2005
1001,Maple Grill,2023-02-01,Sides,24924,1517
1001,Maple Grill,2023-02-01,Beverages,14168,1226
1001,Maple Grill,2023-02-01,Desserts,26356,1545
1001,Maple Grill,2023-03-01,Mains,36838,2540
1001,Maple Grill,2023-03-01,Sides,10054,690
1001,Maple Grill,2023-03-01,Beverages,24955,2244
1001,Maple Grill,2023-03-01,Desserts,31846,2552
1001,Maple Grill,2023-04-01,Mains,28598,1526
1001,Maple Grill,2023-04-01,Sides,33747,1914
1001,Maple Grill,2023-04-01,Beverages,15456,1389
1001,Maple Grill,2023-04-01,Desserts,13416,768
1001,Maple Grill,2023-05-01,Mains,13056,988
1001,Maple Grill,2023-05-01,Sides,32460,1885
1001,Maple Grill,2023-05-01,Beverages,36508,3152
1001,Maple Grill,2023-05-01,Desserts,35351,2727
1001,Maple Grill,2023-06-01,Mains,30704,1723
1001,Maple Grill,2023-06-01,Sides,16825,1599
1001,Maple Grill,2023-06-01,Beverages,28846,2183
1001,Maple Grill,2023-06-01,Desserts,25776,2516
1001,Maple Grill,2023-07-01,Mains,18695,1739
1001,Maple Grill,2023-07-01,Sides,15671,977
1001,Maple Grill,2023-07-01,Beverages,18390,1019
1001,Maple Grill,2023-07-01,Desserts,19712,1113
1001,Maple Grill,2023-08-01,Mains,10515,995
1001,Maple Grill,2023-08-01,Sides,14053,707
1001,Maple Grill,2023-08-01,Beverages,21482,1222
1001,Maple Grill,2023-08-01,Desserts,26708,1384
1001,Maple Grill,2023-09-01,Mains,28339,1889
1001,Maple Grill,2023-09-01,Sides,22214,1563
1001,Maple Grill,2023-09-01,Beverages,27061,2357
1001,Maple Grill,2023-09-01,Desserts,18856,971
1001,Maple Grill,2023-10-01,Mains,17017,1675
1001,Maple Grill,2023-10-01,Sides,36417,3372
1001,Maple Grill,2023-10-01,Beverages,35778,1996
1001,Maple Grill,2023-10-01,Desserts,11257,929
1001,Maple Grill,2023-11-01,Mains,37309,2786
1001,Maple Grill,2023-11-01,Sides,22917,1289
1001,Maple Grill,2023-11-01,Beverages,10212,895
1001,Maple Grill,2023-11-01,Desserts,24295,1466
1001,Maple Grill,2023-12-01,Mains,24718,1366
1001,Maple Grill,2023-12-01,Sides,24933,1912
1001,Maple Grill,2023-12-01,Beverages,20211,1210
1001,Maple Grill,2023-12-01,Desserts,12017,757
1001,Maple Grill,2024-01-01,Mains,21179,1116
1001,Maple Grill,2024-01-01,Sides,28749,1774
1001,Maple Grill,2024-01-01,Beverages,30658,2643
1001,Maple Grill,2024-01-01,Desserts,19140,1460
1001,Maple Grill,2024-02-01,Mains,16112,1568
1001,Maple Grill,2024-02-01,Sides,14930,977
1001,Maple Grill,2024-02-01,Beverages,19160,1104
1001,Maple Grill,2024-02-01,Desserts,19583,997
1001,Maple Grill,2024-03-01,Mains,32181,1654
1001,Maple Grill,2024-03-01,Sides,20866,1059
1001,Maple Grill,2024-03-01,Beverages,30639,1911
1001,Maple Grill,2024-03-01,Desserts,13025,921
1001,Maple Grill,2024-04-01,Mains,26413,1638
1001,Maple Grill,2024-04-01,Sides,30039,2017
1001,Maple Grill,2024-04-01,Beverages,10438,885
1001,Maple Grill,2024-04-01,Desserts,35207,1978
1001,Maple Grill,2024-05-01,Mains,33744,2304
1001,Maple Grill,2024-05-01,Sides,34988,3006
1001,Maple Grill,2024-05-01,Beverages,31273,1830
1001,Maple Grill,2024-05-01,Desserts,18702,976
1001,Maple Grill,2024-06-01,Mains,29931,2395
1001,Maple Grill,2024-06-01,Sides,10338,527
1001,Maple Grill,2024-06-01,Beverages,12428,755
1001,Maple Grill,2024-06-01,Desserts,17233,1271
1001,Maple Grill,2024-07-01,Mains,13591,793
1001,Maple Grill,2024-07-01,Sides,21078,1366
1001,Maple Grill,2024-07-01,Beverages,20352,1041
1001,Maple Grill,2024-07-01,Desserts,29336,2411
1001,Maple Grill,2024-08-01,Mains,36685,2741
1001,Maple Grill,2024-08-01,Sides,39753,3499
1001,Maple Grill,2024-08-01,Beverages,13286,887
1001,Maple Grill,2024-08-01,Desserts,9412,616
1001,Maple Grill,2024-09-01,Mains,30026,1696
1001,Maple Grill,2024-09-01,Sides,37081,2497
1001,Maple Grill,2024-09-01,Beverages,10375,881
1001,Maple Grill,2024-09-01,Desserts,21948,1610
1001,Maple Grill,2024-10-01,Mains,14824,1401
1001,Maple Grill,2024-10-01,Sides,10402,971
1001,Maple Grill,2024-10-01,Beverages,11082,830
1001,Maple Grill,2024-10-01,Desserts,36375,2325
1001,Maple Grill,2024-11-01,Mains,17194,897
1001,Maple Grill,2024-11-01,Sides,36858,1961
1001,Maple Grill,2024-11-01,Beverages,23690,2107
1001,Maple Grill,2024-11-01,Desserts,24486,1856
1001,Maple Grill,2024-12-01,Mains,34670,2274
1001,Maple Grill,2024-12-01,Sides,20797,1348
1001,Maple Grill,2024-12-01,Beverages,15269,954
1001,Maple Grill,2024-12-01,Desserts,35641,2016
1002,Maple Grill,2022-01-01,Mains,25602,2187
1002,Maple Grill,2022-01-01,Sides,27058,1816
1002,Maple Grill,2022-01-01,Beverages,14539,816
1002,Maple Grill,2022-01-01,Desserts,16815,1061
1002,Maple Grill,2022-02-01,Mains,34962,1847
1002,Maple Grill,2022-02-01,Sides,15910,1317
1002,Maple Grill,2022-02-01,Beverages,22757,1288
1002,Maple Grill,2022-02-01,Desserts,27865,1906
1002,Maple Grill,2022-03-01,Mains,18582,1549
1002,Maple Grill,2022-03-01,Sides,39579,3272
1002,Maple Grill,2022-03-01,Beverages,27009,1453
1002,Maple Grill,2022-03-01,Desserts,20925,1136
1002,Maple Grill,2022-04-01,Mains,17638,1207
1002,Maple Grill,2022-04-01,Sides,19140,1111
1002,Maple Grill,2022-04-01,Beverages,28699,2056
1002,Maple Grill,2022-04-01,Desserts,10352,564
1002,Maple Grill,2022-05-01,Mains,36700,3478
1002,Maple Grill,2022-05-01,Sides,11324,601
1002,Maple Grill,2022-05-01,Beverages,27750,1800
1002,Maple Grill,2022-05-01,Desserts,22769,1430
1002,Maple Grill,2022-06-01,Mains,16348,1515
1002,Maple Grill,2022-06-01,Sides,36843,2654
1002,Maple Grill,2022-06-01,Beverages,34837,2523
1002,Maple Grill,2022-06-01,Desserts,22226,1338
1002,Maple Grill,2022-07-01,Mains,8259,725
1002,Maple Grill,2022-07-01,Sides,36130,2671
1002,Maple Grill,2022-07-01,Beverages,39125,2909
1002,Maple Grill,2022-07-01,Desserts,14720,920
1002,Maple Grill,2022-08-01,Mains,33452,2069
1002,Maple Grill,2022-08-01,Sides,21469,1472
1002,Maple Grill,2022-08-01,Beverages,35684,2484
1002,Maple Grill,2022-08-01,Desserts,18751,1360
1002,Maple Grill,2022-09-01,Mains,21929,1250
1002,Maple Grill,2022-09-01,Sides,21204,2113
1002,Maple Grill,2022-09-01,Beverages,29778,1813
1002,Maple Grill,2022-09-01,Desserts,32221,1911
1002,Maple Grill,2022-10-01,Mains,14673,854
1002,Maple Grill,2022-10-01,Sides,36777,2398
1002,Maple Grill,2022-10-01,Beverages,33612,2119
1002,Maple Grill,2022-10-01,Desserts,30937,3070
1002,Maple Grill,2022-11-01,Mains,16914,1526
1002,Maple Grill,2022-11-01,Sides,24594,1977
1002,Maple Grill,2022-11-01,Beverages,9015,876
1002,Maple Grill,2022-11-01,Desserts,35096,2369
1002,Maple Grill,2022-12-01,Mains,23466,1866
1002,Maple Grill,2022-12-01,Sides,10412,1002
1002,Maple Grill,2022-12-01,Beverages,34191,2508
1002,Maple Grill,2022-12-01,Desserts,15833,867
1002,Maple Grill,2023-01-01,Mains,18034,1051
1002,Maple Grill,2023-01-01,Sides,13301,795
1002,Maple Grill,2023-01-01,Beverages,15156,1327
1002,Maple Grill,2023-01-01,Desserts,36128,2180
1002,Maple Grill,2023-02-01,Mains,23250,1190
1002,Maple Grill,2023-02-01,Sides,10130,844
1002,Maple Grill,2023-02-01,Beverages,22589,1750
1002,Maple Grill,2023-02-01,Desserts,14948,747
1002,Maple Grill,2023-03-01,Mains,13852,1363
1002,Maple Grill,2023-03-01,Sides,33460,1681
1002,Maple Grill,2023-03-01,Beverages,16759,1654
1002,Maple Grill,2023-03-01,Desserts,27127,1491
1002,Maple Grill,2023-04-01,Mains,25532,1473
1002,Maple Grill,2023-04-01,Sides,21837,1315
1002,Maple Grill,2023-04-01,Beverages,12366,791
1002,Maple Grill,2023-04-01,Desserts,23112,1495
1002,Maple Grill,2023-05-01,Mains,20314,1309
1002,Maple Grill,2023-05-01,Sides,28900,1705
1002,Maple Grill,2023-05-01,Beverages,14535,860
1002,Maple Grill,2023-05-01,Desserts,25202,1487
1002,Maple Grill,2023-06-01,Mains,32014,1840
1002,Maple Grill,2023-06-01,Sides,24870,1695
1002,Maple Grill,2023-06-01,Beverages,15848,1127
1002,Maple Grill,2023-06-01,Desserts,19481,1073
1002,Maple Grill,2023-07-01,Mains,25966,1946
1002,Maple Grill,2023-07-01,Sides,39039,3022
1002,Maple Grill,2023-07-01,Beverages,18380,1291
1002,Maple Grill,2023-07-01,Desserts,30057,1996
1002,Maple Grill,2023-08-01,Mains,37637,2243
1002,Maple Grill,2023-08-01,Sides,16083,840
1002,Maple Grill,2023-08-01,Beverages,34880,2254
1002,Maple Grill,2023-08-01,Desserts,13264,723
1002,Maple Grill,2023-09-01,Mains,39697,2395
1002,Maple Grill,2023-09-01,Sides,27597,2216
1002,Maple Grill,2023-09-01,Beverages,13246,1249
1002,Maple Grill,2023-09-01,Desserts,39524,2111
1002,Maple Grill,2023-10-01,Mains,22564,1189
1002,Maple Grill,2023-10-01,Sides,39412,3761
1002,Maple Grill,2023-10-01,Beverages,19844,1224
1002,Maple Grill,2023-10-01,Desserts,8023,489
1002,Maple Grill,2023-11-01,Mains,25296,1440
1002,Maple Grill,2023-11-01,Sides,23232,1464
1002,Maple Grill,2023-11-01,Beverages,27514,1735
1002,Maple Grill,2023-11-01,Desserts,39510,3486
1002,Maple Grill,2023-12-01,Mains,9287,728
1002,Maple Grill,2023-12-01,Sides,31887,2166
1002,Maple Grill,2023-12-01,Beverages,39362,2929
1002,Maple Grill,2023-12-01,Desserts,35727,2640
1002,Maple Grill,2024-01-01,Mains,17209,1528
1002,Maple Grill,2024-01-01,Sides,34191,3380
1002,Maple Grill,2024-01-01,Beverages,17998,1185
1002,Maple Grill,2024-01-01,Desserts,18913,1033
1002,Maple Grill,2024-02-01,Mains,14696,803
1002,Maple Grill,2024-02-01,Sides,31860,2521
1002,Maple Grill,2024-02-01,Beverages,14934,989
1002,Maple Grill,2024-02-01,Desserts,15992,806
1002,Maple Grill,2024-03-01,Mains,25545,1861
1002,Maple Grill,2024-03-01,Sides,28226,1650
1002,Maple Grill,2024-03-01,Beverages,10361,564
1002,Maple Grill,2024-03-01,Desserts,27787,1406
1002,Maple Grill,2024-04-01,Mains,27442,1619
1002,Maple Grill,2024-04-01,Sides,39764,3271
1002,Maple Grill,2024-04-01,Beverages,28879,2137
1002,Maple Grill,2024-04-01,Desserts,20367,1050
1002,Maple Grill,2024-05-01,Mains,28739,1597
1002,Maple Grill,2024-05-01,Sides,13932,877
1002,Maple Grill,2024-05-01,Beverages,26256,1480
1002,Maple Grill,2024-05-01,Desserts,32278,2178
1002,Maple Grill,2024-06-01,Mains,35500,2317
1002,Maple Grill,2024-06-01,Sides,16274,1051
1002,Maple Grill,2024-06-01,Beverages,19454,1204
1002,Maple Grill,2024-06-01,Desserts,36821,1896
1002,Maple Grill,2024-07-01,Mains,32733,1731
1002,Maple Grill,2024-07-01,Sides,22094,1586
1002,Maple Grill,2024-07-01,Beverages,16087,835
1002,Maple Grill,2024-07-01,Desserts,28392,1806
1002,Maple Grill,2024-08-01,Mains,24638,1393
1002,Maple Grill,2024-08-01,Sides,9101,664
1002,Maple Grill,2024-08-01,Beverages,35394,2836
1002,Maple Grill,2024-08-01,Desserts,33062,1837
1002,Maple Grill,2024-09-01,Mains,22896,2197
1002,Maple Grill,2024-09-01,Sides,21501,1130
1002,Maple Grill,2024-09-01,Beverages,35983,2201
1002,Maple Grill,2024-09-01,Desserts,25581,2189
1002,Maple Grill,2024-10-01,Mains,28992,1551
1002,Maple Grill,2024-10-01,Sides,25745,1288
1002,Maple Grill,2024-10-01,Beverages,9323,526
1002,Maple Grill,2024-10-01,Desserts,32002,2287
1002,Maple Grill,2024-11-01,Mains,9823,596
1002,Maple Grill,2024-11-01,Sides,14246,1049
1002,Maple Grill,2024-11-01,Beverages,38440,3674
1002,Maple Grill,2024-11-01,Desserts,27070,2406
1002,Maple Grill,2024-12-01,Mains,25632,1651
1002,Maple Grill,2024-12-01,Sides,39734,2000
1002,Maple Grill,2024-12-01,Beverages,34725,2174
1002,Maple Grill,2024-12-01,Desserts,13782,949
1003,Maple Grill,2022-01-01,Mains,39955,2071
1003,Maple Grill,2022-01-01,Sides,39518,2195
1003,Maple Grill,2022-01-01,Beverages,19585,1911
1003,Maple Grill,2022-01-01,Desserts,19780,1443
1003,Maple Grill,2022-02-01,Mains,28578,2656
1003,Maple Grill,2022-02-01,Sides,38092,2814
1003,Maple Grill,2022-02-01,Beverages,17666,1357
1003,Maple Grill,2022-02-01,Desserts,21505,1833
1003,Maple Grill,2022-03-01,Mains,22646,2133
1003,Maple Grill,2022-03-01,Sides,37497,2003
1003,Maple Grill,2022-03-01,Beverages,13974,1153
1003,Maple Grill,2022-03-01,Desserts,14606,734
1003,Maple Grill,2022-04-01,Mains,26434,2003
1003,Maple Grill,2022-04-01,Sides,19901,1400
1003,Maple Grill,2022-04-01,Beverages,38667,3531
1003,Maple Grill,2022-04-01,Desserts,21696,1094
1003,Maple Grill,2022-05-01,Mains,34807,2100
1003,Maple Grill,2022-05-01,Sides,26398,1706
1003,Maple Grill,2022-05-01,Beverages,29844,2442
1003,Maple Grill,2022-05-01,Desserts,39582,2149
1003,Maple Grill,2022-06-01,Mains,11445,738
1003,Maple Grill,2022-06-01,Sides,24078,1382
1003,Maple Grill,2022-06-01,Beverages,11037,795
1003,Maple Grill,2022-06-01,Desserts,15656,1051
1003,Maple Grill,2022-07-01,Mains,13622,1062
1003,Maple Grill,2022-07-01,Sides,13114,842
1003,Maple Grill,2022-07-01,Beverages,34063,2769
1003,Maple Grill,2022-07-01,Desserts,18540,1312
1003,Maple Grill,2022-08-01,Mains,31720,2411
1003,Maple Grill,2022-08-01,Sides,38227,3121
1003,Maple Grill,2022-08-01,Beverages,38514,2031
1003,Maple Grill,2022-08-01,Desserts,29419,1550
1003,Maple Grill,2022-09-01,Mains,30057,2908
1003,Maple Grill,2022-09-01,Sides,25169,2367
1003,Maple Grill,2022-09-01,Beverages,21945,2020
1003,Maple Grill,2022-09-01,Desserts,25300,1509
1003,Maple Grill,2022-10-01,Mains,31071,1927
1003,Maple Grill,2022-10-01,Sides,22745,1171
1003,Maple Grill,2022-10-01,Beverages,20156,1819
1003,Maple Grill,2022-10-01,Desserts,10705,629
1003,Maple Grill,2022-11-01,Mains,14501,1026
1003,Maple Grill,2022-11-01,Sides,15544,863
1003,Maple Grill,2022-11-01,Beverages,12081,649
1003,Maple Grill,2022-11-01,Desserts,16234,1325
1003,Maple Grill,2022-12-01,Mains,25173,2256
1003,Maple Grill,2022-12-01,Sides,31739,2056
1003,Maple Grill,2022-12-01,Beverages,35389,2662
1003,Maple Grill,2022-12-01,Desserts,28652,2283
1003,Maple Grill,2023-01-01,Mains,11126,1047
1003,Maple Grill,2023-01-01,Sides,24446,1817
1003,Maple Grill,2023-01-01,Beverages,17485,1454
1003,Maple Grill,2023-01-01,Desserts,8665,449
1003,Maple Grill,2023-02-01,Mains,9916,899
1003,Maple Grill,2023-02-01,Sides,30254,2517
1003,Maple Grill,2023-02-01,Beverages,26739,1635
1003,Maple Grill,2023-02-01,Desserts,16198,952
1003,Maple Grill,2023-03-01,Mains,37178,2060
1003,Maple Grill,2023-03-01,Sides,8082,455
1003,Maple Grill,2023-03-01,Beverages,29458,2396
1003,Maple Grill,2023-03-01,Desserts,22680,1365
1003,Maple Grill,2023-04-01,Mains,10900,921
1003,Maple Grill,2023-04-01,Sides,21638,1658
1003,Maple Grill,2023-04-01,Beverages,34313,2456
1003,Maple Grill,2023-04-01,Desserts,35695,2144
1003,Maple Grill,2023-05-01,Mains,8014,614
1003,Maple Grill,2023-05-01,Sides,16445,1414
1003,Maple Grill,2023-05-01,Beverages,11341,1050
1003,Maple Grill,2023-05-01,Desserts,12610,970
1003,Maple Grill,2023-06-01,Mains,8988,527
1003,Maple Grill,2023-06-01,Sides,34375,2275
1003,Maple Grill,2023-06-01,Beverages,23157,1478
1003,Maple Grill,2023-06-01,Desserts,13499,1033
1003,Maple Grill,2023-07-01,Mains,32427,2190
1003,Maple Grill,2023-07-01,Sides,28487,2481
1003,Maple Grill,2023-07-01,Beverages,32881,2427
1003,Maple Grill,2023-07-01,Desserts,11295,640
1003,Maple Grill,2023-08-01,Mains,34457,2088
1003,Maple Grill,2023-08-01,Sides,10043,618
1003,Maple Grill,2023-08-01,Beverages,32128,3131
