Store_ID,Brand,Month,Breakfast_Sales,Lunch_Sales,Dinner_Sales,Late_Night_Sales
1000,Maple Grill,2024-07-01,19697.31,40145.96,26615.34,9151.39
1000,Maple Grill,2024-08-01,26365.22,45567.3,43915.7,12605.78
1000,Maple Grill,2024-09-01,18374.76,45779.82,31938.91,19401.51
1000,Maple Grill,2024-10-01,18653.99,42895.47,25868.26,9102.28
1000,Maple Grill,2024-11-01,17850.15,34148.19,35027.31,11464.35
1000,Maple Grill,2024-12-01,20597.92,28878.96,32680.15,10979.97
1001,Maple Grill,2022-01-01,15021.23,34603.92,43457.13,17598.72
1001,Maple Grill,2022-02-01,12835.99,24815.88,15496.6,6619.53
1001,Maple Grill,2022-03-01,17917.87,46978.0,31915.23,14543.9
1001,Maple Grill,2022-04-01,21701.05,46694.0,30343.95,6421.0
1001,Maple Grill,2022-05-01,19176.13,35836.41,33676.2,5299.26
1001,Maple Grill,2022-06-01,22151.4,44507.98,30992.09,4942.53
1001,Maple Grill,2022-07-01,12048.94,34086.57,28040.98,17751.51
1001,Maple Grill,2022-08-01,21393.66,42303.89,26143.76,4284.69
1001,Maple Grill,2022-09-01,18938.79,48677.58,33479.42,22241.21
1001,Maple Grill,2022-10-01,12093.22,26775.2,27809.26,16878.32
1001,Maple Grill,2022-11-01,15354.25,38497.85,39885.17,5975.73
1001,Maple Grill,2022-12-01,18199.71,43500.65,49533.04,15533.6
1001,Maple Grill,2023-01-01,14715.83,33496.86,23204.28,17920.03
1001,Maple Grill,2023-02-01,17602.77,35141.83,32790.08,12866.32
1001,Maple Grill,2023-03-01,20293.03,35551.77,28655.56,19192.64
1001,Maple Grill,2023-04-01,13879.71,28874.39,25671.34,22791.56
1001,Maple Grill,2023-05-01,18599.32,38978.68,33192.03,26604.97
1001,Maple Grill,2023-06-01,16157.93,43832.39,37224.56,4936.12
1001,Maple Grill,2023-07-01,9555.03,29001.56,25905.64,8005.77
1001,Maple Grill,2023-08-01,14249.55,29792.67,20006.79,8708.99
1001,Maple Grill,2023-09-01,20590.64,33897.32,34673.56,7308.48
1001,Maple Grill,2023-10-01,18725.28,42082.01,34037.97,5623.74
1001,Maple Grill,2023-11-01,15965.03,36265.06,26048.42,16454.49
1001,Maple Grill,2023-12-01,14502.07,31777.29,23061.99,12537.65
1001,Maple Grill,2024-01-01,23846.69,30077.78,38499.88,7301.65
1001,Maple Grill,2024-02-01,10663.17,21423.69,21540.8,16157.34
1001,Maple Grill,2024-03-01,19646.22,41300.66,33086.32,2677.8
1001,Maple Grill,2024-04-01,10909.12,39556.13,29719.01,21912.74
1001,Maple Grill,2024-05-01,16528.57,41950.32,30192.91,30035.2
1001,Maple Grill,2024-06-01,13880.39,25583.38,20474.77,9991.46
1001,Maple Grill,2024-07-01,21042.5,29766.64,24655.26,8892.6
1001,Maple Grill,2024-08-01,15975.39,37898.9,32223.83,13037.88
1001,Maple Grill,2024-09-01,22446.77,36796.25,28708.2,11478.78
1001,Maple Grill,2024-10-01,15696.82,26995.92,28268.01,1722.25
1001,Maple Grill,2024-11-01,24268.31,30833.32,32261.62,14864.75
1001,Maple Grill,2024-12-01,20398.19,47772.36,27254.33,10952.12
1002,Maple Grill,2022-01-01,17783.27,28291.65,21905.85,16033.23
1002,Maple Grill,2022-02-01,13755.7,36049.15,34016.31,17672.84
1002,Maple Grill,2022-03-01,18769.96,47428.28,39492.8,403.96
1002,Maple Grill,2022-04-01,9488.98,32398.75,27198.59,6742.68
1002,Maple Grill,2022-05-01,22862.36,39245.6,33618.49,2816.55
1002,Maple Grill,2022-06-01,21900.72,33204.16,29048.27,26100.85
1002,Maple Grill,2022-07-01,24509.83,31678.61,33901.81,8143.75
1002,Maple Grill,2022-08-01,13737.05,46387.65,39033.66,10197.64
1002,Maple Grill,2022-09-01,25149.95,41461.27,39088.69,-567.91
1002,Maple Grill,2022-10-01,12281.8,35762.88,40875.01,27079.31
1002,Maple Grill,2022-11-01,13624.62,28175.81,27252.12,16566.45
1002,Maple Grill,2022-12-01,11685.85,28322.8,27466.05,16427.3
1002,Maple Grill,2023-01-01,20587.55,32439.89,26801.64,2789.92
1002,Maple Grill,2023-02-01,13875.62,28516.54,23722.39,4802.45
1002,Maple Grill,2023-03-01,10052.54,31185.41,24067.52,25892.53
1002,Maple Grill,2023-04-01,12006.91,34985.86,24462.9,11391.33
1002,Maple Grill,2023-05-01,10931.9,31750.02,33291.93,12977.15
1002,Maple Grill,2023-06-01,19425.75,31052.11,28532.87,13202.27
1002,Maple Grill,2023-07-01,13644.36,46340.11,42518.98,10938.55
1002,Maple Grill,2023-08-01,21314.45,34620.02,31310.66,14618.87
1002,Maple Grill,2023-09-01,12122.03,49975.87,40656.57,17309.53
1002,Maple Grill,2023-10-01,9717.1,34272.09,27399.65,18454.16
1002,Maple Grill,2023-11-01,16286.43,49876.79,42620.94,6767.84
1002,Maple Grill,2023-12-01,22264.08,41406.83,38006.18,14585.91
1002,Maple Grill,2024-01-01,21311.21,36314.25,33363.61,-2678.07
1002,Maple Grill,2024-02-01,14792.0,29224.45,22673.3,10792.25
1002,Maple Grill,2024-03-01,15098.54,28243.53,28165.24,20411.69
1002,Maple Grill,2024-04-01,17745.67,41971.27,46571.05,10164.01
1002,Maple Grill,2024-05-01,18981.02,36326.19,26787.96,19109.83
1002,Maple Grill,2024-06-01,16824.49,36596.1,30877.32,23751.09
1002,Maple Grill,2024-07-01,13596.12,41157.67,28072.46,16479.75
1002,Maple Grill,2024-08-01,16217.25,32200.72,34987.75,18789.28
1002,Maple Grill,2024-09-01,21439.4,31834.21,34928.17,17759.22
1002,Maple Grill,2024-10-01,15738.54,29312.49,34792.55,16218.42
1002,Maple Grill,2024-11-01,19785.59,27943.65,35676.05,6173.71
1002,Maple Grill,2024-12-01,18143.08,45953.55,30864.3,18912.07
1003,Maple Grill,2022-01-01,16605.54,40782.24,36418.97,25031.25
1003,Maple Grill,2022-02-01,22250.0,47623.0,40717.23,-4749.23
1003,Maple Grill,2022-03-01,13486.04,26908.9,32079.33,16248.73
1003,Maple Grill,2022-04-01,26040.81,36449.91,26954.91,17252.37
1003,Maple Grill,2022-05-01,25660.02,41885.97,39319.05,23765.96
1003,Maple Grill,2022-06-01,14761.62,25794.47,16723.2,4936.71
1003,Maple Grill,2022-07-01,8807.46,31429.66,29842.63,9259.25
1003,Maple Grill,2022-08-01,16099.25,57277.58,38583.11,25920.06
1003,Maple Grill,2022-09-01,18861.48,43166.36,30247.45,10195.71
1003,Maple Grill,2022-10-01,8670.93,32920.33,29356.99,13728.75
1003,Maple Grill,2022-11-01,13661.78,25277.83,20087.49,-667.1
1003,Maple Grill,2022-12-01,29982.13,43504.1,39311.32,8155.45
1003,Maple Grill,2023-01-01,7247.59,24727.77,18427.35,11319.29
1003,Maple Grill,2023-02-01,18717.08,25850.8,29428.26,9110.86
1003,Maple Grill,2023-03-01,12103.81,34639.73,28996.91,21657.55
1003,Maple Grill,2023-04-01,12955.55,31331.54,28136.83,30122.08
1003,Maple Grill,2023-05-01,10651.96,21781.34,17330.29,-1353.59
1003,Maple Grill,2023-06-01,8929.54,35367.76,21683.09,14038.61
1003,Maple Grill,2023-07-01,12418.89,40306.45,27406.6,24958.06
1003,Maple Grill,2023-08-01,21215.67,38176.32,29578.87,5260.14
1003,Maple Grill,2023-09-01,20154.18,47537.64,40718.98,12334.2
1003,Maple Grill,2023-10-01,16074.57,37716.98,36153.85,35523.6
1003,Maple Grill,2023-11-01,20514.58,43782.09,31367.21,10003.12
1003,Maple Grill,2023-12-01,22256.55,60702.94,37306.01,17089.5
1003,Maple Grill,2024-01-01,22292.7,46075.89,40687.29,-1299.88
1003,Maple Grill,2024-02-01,12129.04,43659.14,33774.59,9220.23
1003,Maple Grill,2024-03-01,12658.56,23288.12,20269.91,19340.41
1003,Maple Grill,2024-04-01,19115.98,44474.92,32541.89,7247.21
1003,Maple Grill,2024-05-01,10863.54,34941.79,28400.87,5822.8
1003,Maple Grill,2024-06-01,17931.11,31403.06,23140.29,4149.54
1003,Maple Grill,2024-07-01,12360.74,40200.56,39464.49,17906.21
1003,Maple Grill,2024-08-01,10098.56,29939.62,22418.25,18797.57
1003,Maple Grill,2024-09-01,17256.07,29467.52,30056.36,13330.05
1003,Maple Grill,2024-10-01,18449.52,26623.27,31108.26,10465.95
1003,Maple Grill,2024-11-01,17913.89,29440.43,34617.18,12863.5
1003,Maple Grill,2024-12-01,20029.46,35913.43,22852.16,8202.95
1004,Maple Grill,2022-01-01,23556.26,38404.77,39968.5,269.47
1004,Maple Grill,2022-02-01,19718.52,40840.6,39738.41,7665.47
1004,Maple Grill,2022-03-01,14245.4,20146.54,24043.63,6486.43
1004,Maple Grill,2022-04-01,30267.0,38665.75,39494.04,14410.21
1004,Maple Grill,2022-05-01,15234.82,46909.55,40879.39,9959.24
1004,Maple Grill,2022-06-01,22053.8,36851.47,23649.14,10051.59
1004,Maple Grill,2022-07-01,11949.35,31230.27,21369.2,12177.18
1004,Maple Grill,2022-08-01,10888.52,28642.77,29988.27,16244.44
1004,Maple Grill,2022-09-01,19811.5,37924.74,37081.62,24824.14
1004,Maple Grill,2022-10-01,17684.2,37154.63,26930.68,19560.49
1004,Maple Grill,2022-11-01,17614.27,26704.48,27450.53,12083.72
1004,Maple Grill,2022-12-01,21887.07,46349.56,41428.01,23340.36
1004,Maple Grill,2023-01-01,21355.13,40192.37,31904.06,25374.44
1004,Maple Grill,2023-02-01,10274.32,18427.74,18872.41,11771.53
1004,Maple Grill,2023-03-01,19504.18,35547.72,35288.41,25508.69
1004,Maple Grill,2023-04-01,16962.85,31641.2,29129.31,11633.64
1004,Maple Grill,2023-05-01,15925.74,39242.05,44680.7,15548.51
1004,Maple Grill,2023-06-01,17670.93,24066.01,22425.35,10243.71
1004,Maple Grill,2023-07-01,20346.4,37554.11,39664.7,20379.79
1004,Maple Grill,2023-08-01,17180.42,42487.99,42981.98,9079.61
1004,Maple Grill,2023-09-01,13598.44,43917.09,34972.36,31104.11
1004,Maple Grill,2023-10-01,9540.93,20037.09,17619.56,15970.42
1004,Maple Grill,2023-11-01,14097.04,32697.58,20853.32,12172.06
1004,Maple Grill,2023-12-01,8893.42,28464.86,25494.9,15457.82
1004,Maple Grill,2024-01-01,20054.45,48174.34,40136.88,9714.33
1004,Maple Grill,2024-02-01,11818.23,44283.23,31509.25,30521.29
1004,Maple Grill,2024-03-01,14345.83,37276.9,29254.45,7264.82
1004,Maple Grill,2024-04-01,8117.89,32027.74,19999.35,15242.02
1004,Maple Grill,2024-05-01,23347.59,38553.56,30887.7,14936.15
1004,Maple Grill,2024-06-01,13969.65,40464.64,37639.99,12703.72
1004,Maple Grill,2024-07-01,25807.38,38148.19,37703.38,24281.05
1004,Maple Grill,2024-08-01,9123.76,30611.8,22454.04,6852.4
1004,Maple Grill,2024-09-01,18425.36,35480.09,28335.66,15856.89
1004,Maple Grill,2024-10-01,20425.68,37369.95,38507.69,8482.68
1004,Maple Grill,2024-11-01,22519.98,47798.5,41016.9,8664.62
1004,Maple Grill,2024-12-01,15262.41,38864.63,36474.09,18305.87
1005,Maple Grill,2022-01-01,10259.24,34287.15,22513.98,11116.63
1005,Maple Grill,2022-02-01,20045.23,43517.96,35824.99,-1719.18
1005,Maple Grill,2022-03-01,16396.75,43056.43,39423.59,2996.23
1005,Maple Grill,2022-04-01,17752.54,29890.84,27566.84,16728.78
1005,Maple Grill,2022-05-01,16226.02,41811.37,31216.5,12862.11
1005,Maple Grill,2022-06-01,15773.03,35649.22,28044.51,15825.24
1005,Maple Grill,2022-07-01,14549.45,43748.82,28704.61,13313.12
1005,Maple Grill,2022-08-01,26141.83,47236.02,53985.5,14306.65
1005,Maple Grill,2022-09-01,17595.21,45692.67,28723.12,14715.0
1005,Maple Grill,2022-10-01,10130.95,30405.82,36212.26,21247.97
1005,Maple Grill,2022-11-01,19050.54,35887.6,38368.77,5229.09
1005,Maple Grill,2022-12-01,9803.89,34677.35,32504.25,5067.51
1005,Maple Grill,2023-01-01,10599.29,39149.7,33642.7,3865.31
1005,Maple Grill,2023-02-01,13842.94,38338.52,27026.04,11002.5
1005,Maple Grill,2023-03-01,11737.75,33865.93,26281.25,26689.07
1005,Maple Grill,2023-04-01,21451.82,32550.07,30747.75,23020.36
1005,Maple Grill,2023-05-01,16513.48,39021.16,39737.37,5469.99
1005,Maple Grill,2023-06-01,28438.98,51214.62,36549.91,4136.49
1005,Maple Grill,2023-07-01,11682.45,24879.55,29346.12,12281.88
1005,Maple Grill,2023-08-01,19383.34,42219.06,28765.13,18132.47
1005,Maple Grill,2023-09-01,13186.1,31917.67,26335.35,10812.88
1005,Maple Grill,2023-10-01,17554.96,29187.83,20156.76,12052.45
1005,Maple Grill,2023-11-01,23898.07,49255.59,40041.73,3383.61
1005,Maple Grill,2023-12-01,19035.65,51436.81,41327.2,3109.34
1005,Maple Grill,2024-01-01,19898.64,37161.7,25219.19,1476.47
1005,Maple Grill,2024-02-01,11982.57,33294.05,36016.07,13586.31
1005,Maple Grill,2024-03-01,22923.59,36862.51,33615.81,285.09
1005,Maple Grill,2024-04-01,20050.06,37608.05,28999.42,3534.47
1005,Maple Grill,2024-05-01,12385.03,30459.77,34505.69,10396.51
1005,Maple Grill,2024-06-01,25652.48,32674.97,30238.18,16556.37
1005,Maple Grill,2024-07-01,18564.3,43858.66,42657.31,6690.73
1005,Maple Grill,2024-08-01,24595.72,53905.44,32364.53,10353.31
1005,Maple Grill,2024-09-01,23631.6,38720.28,28092.83,20655.29
1005,Maple Grill,2024-10-01,12670.53,26180.0,22117.89,19681.58
1005,Maple Grill,2024-11-01,8554.08,35189.43,31781.52,9051.97
1005,Maple Grill,2024-12-01,10581.68,24113.24,28378.51,16632.57
1006,Maple Grill,2022-01-01,14746.3,34695.74,28473.02,15901.94
1006,Maple Grill,2022-02-01,11698.41,37551.26,26039.86,27303.47
1006,Maple Grill,2022-03-01,8790.83,31571.6,27725.5,4864.07
1006,Maple Grill,2022-04-01,16919.07,29178.96,30122.49,15378.48
1006,Maple Grill,2022-05-01,13631.68,43941.04,40703.44,6784.84
1006,Maple Grill,2022-06-01,13328.34,19794.68,22685.98,6796.0
1006,Maple Grill,2022-07-01,14725.52,46421.66,37194.72,19919.1
1006,Maple Grill,2022-08-01,11256.02,34807.28,27100.91,23759.79
1006,Maple Grill,2022-09-01,23167.81,35346.95,29237.29,6427.95
1006,Maple Grill,2022-10-01,13251.51,25959.82,16943.69,7556.98
1006,Maple Grill,2022-11-01,8983.55,26415.84,23456.1,3767.51
1006,Maple Grill,2022-12-01,15657.44,27003.22,25091.85,-4434.51
1006,Maple Grill,2023-01-01,26428.53,44220.26,43341.51,27884.7
1006,Maple Grill,2023-02-01,15576.44,28814.68,34352.24,13621.64
1006,Maple Grill,2023-03-01,14234.98,31703.71,33276.73,22079.58
1006,Maple Grill,2023-04-01,27644.18,47859.23,28640.99,9902.6
1006,Maple Grill,2023-05-01,15881.57,36335.19,33448.17,26700.07
1006,Maple Grill,2023-06-01,17065.12,33971.68,22220.93,14530.27
1006,Maple Grill,2023-07-01,11098.15,31733.62,28989.84,19532.39
1006,Maple Grill,2023-08-01,13292.98,40417.33,30185.97,14382.72
1006,Maple Grill,2023-09-01,25092.54,44889.11,37966.6,2473.75
1006,Maple Grill,2023-10-01,17914.02,40062.07,34375.17,21173.74
1006,Maple Grill,2023-11-01,13103.66,37476.87,30367.47,37513.0
1006,Maple Grill,2023-12-01,13984.58,35872.97,29196.94,3970.51
1006,Maple Grill,2024-01-01,15974.11,38245.74,24960.99,14339.16
1006,Maple Grill,2024-02-01,24748.27,44061.08,29088.32,7250.33
1006,Maple Grill,2024-03-01,19875.89,39851.98,26695.9,3915.23
1006,Maple Grill,2024-04-01,14631.55,35577.7,35440.0,4216.75
1006,Maple Grill,2024-05-01,17476.5,25030.32,22508.14,8676.04
1006,Maple Grill,2024-06-01,21812.69,31811.63,23707.53,16864.15
1006,Maple Grill,2024-07-01,28779.43,45929.16,31281.55,14648.86
1006,Maple Grill,2024-08-01,14497.83,31291.9,33097.18,9944.09
1006,Maple Grill,2024-09-01,19331.22,42962.53,31495.98,11998.27
1006,Maple Grill,2024-10-01,24041.31,46972.93,39788.33,-4959.57
1006,Maple Grill,2024-11-01,13877.9,37433.99,34167.2,1784.91
1006,Maple Grill,2024-12-01,15141.63,31404.72,22188.28,10643.37
1007,Maple Grill,2022-01-01,8755.73,38618.68,23990.48,15805.11
1007,Maple Grill,2022-02-01,12085.15,25469.26,32200.01,13906.58
1007,Maple Grill,2022-03-01,19856.79,49152.18,34056.25,10685.78
1007,Maple Grill,2022-04-01,22507.11,48595.23,44768.0,462.66
1007,Maple Grill,2022-05-01,15093.88,24188.82,22018.7,18316.6
1007,Maple Grill,2022-06-01,18779.69,29349.16,26292.05,3800.1
1007,Maple Grill,2022-07-01,12248.94,44047.95,38220.82,3430.29
1007,Maple Grill,2022-08-01,16796.55,29664.03,18213.01,7575.41
1007,Maple Grill,2022-09-01,19868.21,37094.74,35132.34,-1951.29
1007,Maple Grill,2022-10-01,22182.22,27679.83,32303.87,9097.08
1007,Maple Grill,2022-11-01,26753.65,34856.43,42415.32,3489.6
1007,Maple Grill,2022-12-01,13298.18,36935.52,27998.93,24570.37
1007,Maple Grill,2023-01-01,23394.23,41298.52,28092.29,5404.96
1007,Maple Grill,2023-02-01,13213.68,26605.89,28657.58,18050.85
1007,Maple Grill,2023-03-01,17092.54,43260.95,26660.34,18458.17
1007,Maple Grill,2023-04-01,12080.65,32876.81,33444.58,11613.96
1007,Maple Grill,2023-05-01,19109.23,44210.58,39100.01,14808.18
1007,Maple Grill,2023-06-01,14033.19,32799.21,26960.53,29340.07
1007,Maple Grill,2023-07-01,24150.79,44532.77,30020.06,9139.38
1007,Maple Grill,2023-08-01,27467.47,38864.14,44252.7,1656.69
1007,Maple Grill,2023-09-01,25976.72,45794.26,40691.09,6039.93
1007,Maple Grill,2023-10-01,13994.95,25973.19,29247.19,16496.67
1007,Maple Grill,2023-11-01,23418.26,36697.55,32086.31,20465.88
1007,Maple Grill,2023-12-01,13347.79,31512.19,27558.1,1514.92
1007,Maple Grill,2024-01-01,12309.0,39801.57,40242.38,9716.05
1007,Maple Grill,2024-02-01,9819.44,30852.63,27611.6,17655.33
1007,Maple Grill,2024-03-01,9340.66,32046.54,26769.08,8984.72
1007,Maple Grill,2024-04-01,9591.82,28841.12,30973.02,23388.04
1007,Maple Grill,2024-05-01,21952.4,30949.82,33182.35,16422.43
1007,Maple Grill,2024-06-01,23425.5,41950.35,31117.53,6418.62
1007,Maple Grill,2024-07-01,12423.42,45761.84,41767.78,8811.96
1007,Maple Grill,2024-08-01,21380.5,41311.6,39319.63,-3678.73
1007,Maple Grill,2024-09-01,14260.15,35424.79,32649.85,3559.21
1007,Maple Grill,2024-10-01,8777.16,20159.95,20926.86,12059.03
1007,Maple Grill,2024-11-01,9798.04,22618.89,18848.02,19173.05
1007,Maple Grill,2024-12-01,17524.24,31575.95,25910.38,508.43
1008,Maple Grill,2022-01-01,27620.39,49701.39,39947.18,8939.04
1008,Maple Grill,2022-02-01,15761.31,33020.97,21711.67,12745.05
1008,Maple Grill,2022-03-01,24576.54,54374.73,53824.12,11958.61
1008,Maple Grill,2022-04-01,10956.65,32957.18,26545.81,31137.36
1008,Maple Grill,2022-05-01,21818.35,38096.37,27043.8,6641.48
1008,Maple Grill,2022-06-01,12201.84,48444.52,34581.8,19620.84
1008,Maple Grill,2022-07-01,17267.7,43311.45,42598.86,8726.99
1008,Maple Grill,2022-08-01,18988.78,32476.04,30528.36,13994.82
1008,Maple Grill,2022-09-01,15178.46,29993.23,29419.67,24120.64
1008,Maple Grill,2022-10-01,14849.56,43845.73,29111.85,28361.86
1008,Maple Grill,2022-11-01,19200.84,36292.12,28205.75,20266.29
1008,Maple Grill,2022-12-01,13634.99,33199.26,24742.12,25821.63
1008,Maple Grill,2023-01-01,21005.32,40910.51,36181.99,-716.82
1008,Maple Grill,2023-02-01,23992.44,31286.87,33007.13,10509.56
1008,Maple Grill,2023-03-01,15604.77,46146.45,41640.67,949.11
1008,Maple Grill,2023-04-01,29156.26,41063.2,32443.76,14004.78
1008,Maple Grill,2023-05-01,25501.3,42800.04,37205.07,-747.41
1008,Maple Grill,2023-06-01,19609.56,55325.0,43232.26,7800.18
1008,Maple Grill,2023-07-01,16291.92,38672.78,38882.21,7559.09
1008,Maple Grill,2023-08-01,18175.74,35556.69,28823.72,19680.85
1008,Maple Grill,2023-09-01,19809.09,41200.54,41650.68,15716.69
1008,Maple Grill,2023-10-01,9019.44,29061.58,25520.88,25406.1
1008,Maple Grill,2023-11-01,10242.23,21211.03,17801.6,-935.86
1008,Maple Grill,2023-12-01,11496.48,31402.7,26263.1,32067.72
1008,Maple Grill,2024-01-01,11530.95,33432.51,32459.0,22035.54
1008,Maple Grill,2024-02-01,17831.66,40130.51,35790.26,-4261.43
1008,Maple Grill,2024-03-01,20087.72,40041.76,25956.94,4246.58
1008,Maple Grill,2024-04-01,15473.28,40217.03,35358.22,9817.47
1008,Maple Grill,2024-05-01,21992.39,28528.09,35529.2,3916.32
1008,Maple Grill,2024-06-01,12678.59,54262.66,37844.67,21165.08
1008,Maple Grill,2024-07-01,13943.83,49093.82,36862.61,15423.74
1008,Maple Grill,2024-08-01,21248.6,47226.85,46794.14,5655.41
1008,Maple Grill,2024-09-01,11481.24,47387.41,42196.79,5669.56
1008,Maple Grill,2024-10-01,18705.68,32478.66,27882.39,5883.27
1008,Maple Grill,2024-11-01,24482.9,43222.84,38581.99,-1266.73
1008,Maple Grill,2024-12-01,24013.59,53362.08,34990.1,12501.23
1009,Maple Grill,2022-01-01,12999.44,18782.19,17819.47,8298.9
1009,Maple Grill,2022-02-01,16930.51,41616.51,35033.41,9073.57
1009,Maple Grill,2022-03-01,12780.43,28607.24,26440.17,-882.84
1009,Maple Grill,2022-04-01,17847.54,35001.98,27560.68,1108.8
1009,Maple Grill,2022-05-01,9416.57,31111.8,26332.9,12006.73
1009,Maple Grill,2022-06-01,23850.27,34537.68,42207.9,7662.15
1009,Maple Grill,2022-07-01,8126.05,22434.12,21364.98,20480.85
1009,Maple Grill,2022-08-01,11887.82,36391.32,35067.71,9280.15
1009,Maple Grill,2022-09-01,19433.23,48715.72,32035.29,18306.76
1009,Maple Grill,2022-10-01,18776.88,29596.95,26093.71,6775.46
1009,Maple Grill,2022-11-01,11345.11,23743.46,16490.01,8113.42
1009,Maple Grill,2022-12-01,9909.92,20133.3,16118.37,7308.41
1009,Maple Grill,2023-01-01,27966.69,44200.8,49190.85,7152.66
1009,Maple Grill,2023-02-01,19111.51,33601.91,23409.68,8968.9
1009,Maple Grill,2023-03-01,20815.44,54811.97,45593.86,5219.73
1009,Maple Grill,2023-04-01,26018.57,34304.73,34215.93,11467.77
1009,Maple Grill,2023-05-01,12259.89,26435.37,31614.52,15991.22
1009,Maple Grill,2023-06-01,19020.74,39442.64,28327.1,6878.52
1009,Maple Grill,2023-07-01,22376.33,31617.72,30069.46,21194.49
1009,Maple Grill,2023-08-01,21828.52,38722.37,29939.48,1961.63
1009,Maple Grill,2023-09-01,19350.92,39403.75,23311.78,10903.55
1009,Maple Grill,2023-10-01,19612.65,49886.16,43391.03,18655.16
1009,Maple Grill,2023-11-01,25644.46,36336.03,36009.65,12143.86
1009,Maple Grill,2023-12-01,17451.19,25727.15,30790.61,3367.05
1009,Maple Grill,2024-01-01,15813.05,31111.59,22855.59,19593.77
1009,Maple Grill,2024-02-01,23106.89,42523.41,34633.11,10269.59
1009,Maple Grill,2024-03-01,16741.52,34171.07,32950.65,3144.76
1009,Maple Grill,2024-04-01,10218.19,29279.36,31907.77,24138.68
1009,Maple Grill,2024-05-01,19400.23,38577.51,40970.83,9681.43
1009,Maple Grill,2024-06-01,10720.67,20694.57,16793.75,12454.01
1009,Maple Grill,2024-07-01,28991.47,48275.73,51896.95,11186.85
1009,Maple Grill,2024-08-01,11233.15,21611.24,18958.04,-556.43
1009,Maple Grill,2024-09-01,11380.24,39861.49,42859.05,17255.22
1009,Maple Grill,2024-10-01,10708.71,29835.84,29368.88,25347.57
1009,Maple Grill,2024-11-01,18021.23,41684.57,33892.42,3331.78
1009,Maple Grill,2024-12-01,15359.42,35627.16,22193.49,11801.93
1010,Maple Grill,2022-01-01,12096.75,41610.99,36173.55,10575.71
1010,Maple Grill,2022-02-01,16014.42,26017.75,20575.66,4258.17
1010,Maple Grill,2022-03-01,10792.04,35815.04,32089.46,4258.46
1010,Maple Grill,2022-04-01,29481.84,56643.13,46359.89,-3225.86
1010,Maple Grill,2022-05-01,16901.82,35717.41,22850.3,13812.47
1010,Maple Grill,2022-06-01,16766.9,47536.46,32702.11,16546.53
1010,Maple Grill,2022-07-01,21938.07,59233.24,40916.9,24599.79
1010,Maple Grill,2022-08-01,10859.76,33668.04,26062.69,20520.51
1010,Maple Grill,2022-09-01,13762.4,27382.18,31710.04,7140.38
1010,Maple Grill,2022-10-01,20249.74,32963.21,35097.42,17129.63
1010,Maple Grill,2022-11-01,19709.05,34933.28,32054.41,20267.26
1010,Maple Grill,2022-12-01,13608.76,33918.75,26267.27,9699.22
1010,Maple Grill,2023-01-01,11944.15,41310.14,33804.6,13088.11
1010,Maple Grill,2023-02-01,22111.52,32813.75,36111.64,5719.09
1010,Maple Grill,2023-03-01,19887.2,25605.47,24361.15,11671.18
