Store_ID,Brand,Month,Net_Sales,Transactions,Avg_Check,Food_Cost_%,Labor_Cost_%,Royalty_%,Marketing_Fee_%,Food_Cost,Labor_Cost,Royalty,Marketing_Fee,Rent,Utilities,Other_OpEx,EBITDA
1000,Maple Grill,2024-12-01,69756,4231,16.49,33.24,26.44,5.0,3.0,23186.89,18443.49,3487.8,2092.68,4725.64,1399.42,2639.96,13780.12
1001,Maple Grill,2022-01-01,105106,4787,21.96,28.78,26.92,5.0,3.0,30249.51,28294.54,5255.3,3153.18,7003.64,1767.18,2989.43,26393.22
1001,Maple Grill,2022-02-01,77327,3107,24.89,33.98,30.17,5.0,3.0,26275.71,23329.56,3866.35,2319.81,5497.86,1542.03,1100.2,13395.48
1001,Maple Grill,2022-03-01,95977,4183,22.94,33.81,30.83,5.0,3.0,32449.82,29589.71,4798.85,2879.31,5498.3,2472.45,2492.72,15795.84
1001,Maple Grill,2022-04-01,111521,4464,24.98,30.99,25.73,5.0,3.0,34560.36,28694.35,5576.05,3345.63,6758.57,1934.42,2533.87,28117.75
1001,Maple Grill,2022-05-01,60480,3914,15.45,29.8,31.41,5.0,3.0,18023.04,18996.77,3024.0,1814.4,4669.75,1392.2,2220.31,10339.53
1001,Maple Grill,2022-06-01,104482,4812,21.71,35.59,30.26,5.0,3.0,37185.14,31616.25,5224.1,3134.46,7147.18,1302.68,2563.95,16308.24
1001,Maple Grill,2022-07-01,103540,4956,20.89,35.83,27.97,5.0,3.0,37098.38,28960.14,5177.0,3106.2,4661.49,1673.18,1020.91,21842.7
1001,Maple Grill,2022-08-01,51119,2223,23.0,35.92,26.04,5.0,3.0,18361.94,13311.39,2555.95,1533.57,4073.16,1975.83,2104.34,7202.82
1001,Maple Grill,2022-09-01,88777,5224,16.99,32.26,31.69,5.0,3.0,28639.46,28133.43,4438.85,2663.31,5641.47,2261.75,1645.63,15353.1
1001,Maple Grill,2022-10-01,113055,5855,19.31,31.54,27.78,5.0,3.0,35657.55,31406.68,5652.75,3391.65,5520.81,1665.73,1104.93,28654.9
1001,Maple Grill,2022-11-01,50799,2396,21.2,30.2,30.14,5.0,3.0,15341.3,15310.82,2539.95,1523.97,5811.58,2152.49,1900.52,6218.37
1001,Maple Grill,2022-12-01,118910,5962,19.94,35.66,27.97,5.0,3.0,42403.31,33259.13,5945.5,3567.3,6825.8,2472.32,1654.12,22782.52
1001,Maple Grill,2023-01-01,92222,5175,17.82,34.64,30.5,5.0,3.0,31945.7,28127.71,4611.1,2766.66,6422.16,2250.07,1804.26,14294.34
1001,Maple Grill,2023-02-01,116261,6246,18.61,34.42,26.69,5.0,3.0,40017.04,31030.06,5813.05,3487.83,5289.09,2371.51,1293.69,26958.73
1001,Maple Grill,2023-03-01,69661,3864,18.03,28.85,28.12,5.0,3.0,20097.2,19588.67,3483.05,2089.83,5451.72,1838.28,2116.29,14995.96
1001,Maple Grill,2023-04-01,139392,5659,24.63,35.13,31.02,5.0,3.0,48968.41,43239.4,6969.6,4181.76,4679.31,1819.58,1582.48,27951.46
1001,Maple Grill,2023-05-01,69220,3974,17.42,31.32,28.51,5.0,3.0,21679.7,19734.62,3461.0,2076.6,4974.95,1987.52,2643.74,12661.87
1001,Maple Grill,2023-06-01,141632,5856,24.19,33.15,26.44,5.0,3.0,46951.01,37447.5,7081.6,4248.96,4569.12,1881.56,2166.77,37285.48
1001,Maple Grill,2023-07-01,125843,7522,16.73,31.5,25.46,5.0,3.0,39640.54,32039.63,6292.15,3775.29,5291.4,2001.17,1098.35,35704.47
1001,Maple Grill,2023-08-01,65886,2656,24.81,30.49,29.42,5.0,3.0,20088.64,19383.66,3294.3,1976.58,5894.19,1661.74,2631.42,10955.47
1001,Maple Grill,2023-09-01,85328,4156,20.53,31.92,25.72,5.0,3.0,27236.7,21946.36,4266.4,2559.84,5691.47,2099.99,1916.35,19610.89
1001,Maple Grill,2023-10-01,56570,3615,15.65,33.98,30.03,5.0,3.0,19222.49,16987.97,2828.5,1697.1,7969.04,2444.01,2426.1,2994.79
1001,Maple Grill,2023-11-01,81366,3365,24.18,29.91,25.26,5.0,3.0,24336.57,20553.05,4068.3,2440.98,4916.29,2267.25,1592.62,21190.94
1001,Maple Grill,2023-12-01,87292,5014,17.41,33.15,30.53,5.0,3.0,28937.3,26650.25,4364.6,2618.76,4016.0,1787.76,1313.21,17604.12
1001,Maple Grill,2024-01-01,71314,4262,16.73,31.47,28.37,5.0,3.0,22442.52,20231.78,3565.7,2139.42,4730.61,1921.43,1372.6,14909.94
1001,Maple Grill,2024-02-01,129941,5479,23.72,33.58,30.23,5.0,3.0,43634.19,39281.16,6497.05,3898.23,5560.02,2390.59,1179.57,27500.19
1001,Maple Grill,2024-03-01,143300,6587,21.75,29.8,31.94,5.0,3.0,42703.4,45770.02,7165.0,4299.0,7849.21,2375.5,2093.07,31044.8
1001,Maple Grill,2024-04-01,68255,3221,21.19,35.65,27.77,5.0,3.0,24332.91,18954.41,3412.75,2047.65,4825.6,1986.68,2969.34,9725.66
1001,Maple Grill,2024-05-01,66816,4430,15.08,34.43,27.0,5.0,3.0,23004.75,18040.32,3340.8,2004.48,6514.05,2043.76,2095.32,9772.52
1001,Maple Grill,2024-06-01,139559,6416,21.75,28.96,30.5,5.0,3.0,40416.29,42565.5,6977.95,4186.77,5815.72,2154.39,2615.18,34827.2
1001,Maple Grill,2024-07-01,77994,3720,20.97,33.57,31.47,5.0,3.0,26182.59,24544.71,3899.7,2339.82,4965.53,2420.86,1815.53,11825.26
1001,Maple Grill,2024-08-01,102884,5677,18.12,34.83,29.64,5.0,3.0,35834.5,30494.82,5144.2,3086.52,5426.08,1896.96,2991.85,18009.07
1001,Maple Grill,2024-09-01,141422,5765,24.53,32.68,28.73,5.0,3.0,46216.71,40630.54,7071.1,4242.66,4431.21,2207.58,1898.79,34723.41
1001,Maple Grill,2024-10-01,50934,2544,20.02,32.93,26.7,5.0,3.0,16772.57,13599.38,2546.7,1528.02,7418.18,1504.27,2816.47,4748.41
1001,Maple Grill,2024-11-01,92664,4729,19.59,32.2,31.45,5.0,3.0,29837.81,29142.83,4633.2,2779.92,6232.03,2467.78,2483.52,15086.91
1001,Maple Grill,2024-12-01,60038,2552,23.53,30.76,27.13,5.0,3.0,18467.69,16288.31,3001.9,1801.14,5118.74,1331.48,2447.64,11581.1
1002,Maple Grill,2022-01-01,104386,5438,19.2,32.25,27.54,5.0,3.0,33664.49,28747.9,5219.3,3131.58,4428.31,1216.76,1132.68,26844.98
1002,Maple Grill,2022-02-01,100999,4993,20.23,30.6,29.13,5.0,3.0,30905.69,29421.01,5049.95,3029.97,5988.29,1900.31,2719.3,21984.48
1002,Maple Grill,2022-03-01,95566,3989,23.96,31.9,27.83,5.0,3.0,30485.55,26596.02,4778.3,2866.98,4521.36,2128.2,1871.46,22318.13
1002,Maple Grill,2022-04-01,102860,4355,23.62,33.65,27.19,5.0,3.0,34612.39,27967.63,5143.0,3085.8,5764.31,1409.7,2238.46,22638.71
1002,Maple Grill,2022-05-01,61613,2550,24.16,31.7,26.15,5.0,3.0,19531.32,16111.8,3080.65,1848.39,7072.01,1570.24,2463.78,9934.81
1002,Maple Grill,2022-06-01,112161,5879,19.08,28.81,30.1,5.0,3.0,32313.58,33760.46,5608.05,3364.83,5141.33,2282.42,1586.89,28103.44
1002,Maple Grill,2022-07-01,99517,4575,21.75,29.89,29.88,5.0,3.0,29745.63,29735.68,4975.85,2985.51,4981.16,1800.95,1698.2,23594.02
1002,Maple Grill,2022-08-01,134914,7862,17.16,29.39,28.11,5.0,3.0,39651.22,37924.33,6745.7,4047.42,6241.41,1491.95,2855.68,35956.29
1002,Maple Grill,2022-09-01,127883,6988,18.3,30.65,27.98,5.0,3.0,39196.14,35781.66,6394.15,3836.49,6435.36,1527.23,1974.34,32737.63
1002,Maple Grill,2022-10-01,76051,3512,21.65,32.61,28.11,5.0,3.0,24800.23,21377.94,3802.55,2281.53,6976.92,1607.44,2154.52,13049.87
1002,Maple Grill,2022-11-01,77216,3943,19.58,28.88,26.91,5.0,3.0,22299.98,20778.83,3860.8,2316.48,4759.42,2000.3,2101.7,19098.49
1002,Maple Grill,2022-12-01,117217,4751,24.67,28.41,26.54,5.0,3.0,33301.35,31109.39,5860.85,3516.51,5773.45,2089.63,1889.03,33676.79
1002,Maple Grill,2023-01-01,133876,6958,19.24,31.81,29.45,5.0,3.0,42585.96,39426.48,6693.8,4016.28,6452.45,1797.81,2177.33,30725.89
1002,Maple Grill,2023-02-01,97484,3971,24.55,33.14,27.13,5.0,3.0,32306.2,26447.41,4874.2,2924.52,7821.14,2018.73,2297.13,18794.67
1002,Maple Grill,2023-03-01,61422,3375,18.2,33.91,27.44,5.0,3.0,20828.2,16854.2,3071.1,1842.66,4482.83,1982.91,2173.55,10186.55
1002,Maple Grill,2023-04-01,94156,5086,18.51,30.58,26.64,5.0,3.0,28792.9,25083.16,4707.8,2824.68,5104.59,1511.77,1653.43,24477.67
1002,Maple Grill,2023-05-01,126761,7971,15.9,29.73,25.87,5.0,3.0,37686.05,32793.07,6338.05,3802.83,5608.59,2267.83,1156.31,37108.27
1002,Maple Grill,2023-06-01,118562,5816,20.39,35.97,28.86,5.0,3.0,42646.75,34216.99,5928.1,3556.86,5988.13,1691.67,1033.34,23500.16
1002,Maple Grill,2023-07-01,99101,6285,15.77,31.67,29.81,5.0,3.0,31385.29,29542.01,4955.05,2973.03,6010.63,1808.12,1659.7,20767.17
1002,Maple Grill,2023-08-01,108060,5871,18.41,32.11,30.6,5.0,3.0,34698.07,33066.36,5403.0,3241.8,7246.62,1222.94,2468.04,20713.17
1002,Maple Grill,2023-09-01,138729,6675,20.78,31.2,28.84,5.0,3.0,43283.45,40009.44,6936.45,4161.87,7234.03,1267.38,1216.61,34619.77
1002,Maple Grill,2023-10-01,77922,4804,16.22,31.29,26.63,5.0,3.0,24381.79,20750.63,3896.1,2337.66,7349.08,2373.2,1579.59,15253.95
1002,Maple Grill,2023-11-01,85506,4882,17.51,30.45,26.58,5.0,3.0,26036.58,22727.49,4275.3,2565.18,6180.7,1412.48,2508.14,19800.13
1002,Maple Grill,2023-12-01,129179,6364,20.3,29.92,28.49,5.0,3.0,38650.36,36803.1,6458.95,3875.37,7044.64,1453.65,1525.2,33367.73
1002,Maple Grill,2024-01-01,60415,3481,17.36,32.33,26.03,5.0,3.0,19532.17,15726.02,3020.75,1812.45,6457.74,2369.71,2113.33,9382.83
1002,Maple Grill,2024-02-01,105048,5509,19.07,29.45,29.24,5.0,3.0,30936.64,30716.04,5252.4,3151.44,4600.06,1969.65,2695.75,25726.02
1002,Maple Grill,2024-03-01,142429,8287,17.19,33.63,27.82,5.0,3.0,47898.87,39623.75,7121.45,4272.87,5955.16,2336.92,1295.01,33924.97
1002,Maple Grill,2024-04-01,84906,4616,18.39,29.84,29.3,5.0,3.0,25335.95,24877.46,4245.3,2547.18,6744.11,1501.79,1953.3,17700.91
1002,Maple Grill,2024-05-01,62299,2593,24.03,30.58,27.72,5.0,3.0,19051.03,17269.28,3114.95,1868.97,4268.94,2341.43,2806.91,11577.49
1002,Maple Grill,2024-06-01,71955,2878,25.0,34.3,29.94,5.0,3.0,24680.56,21543.33,3597.75,2158.65,5640.56,2004.93,1083.36,11245.86
1002,Maple Grill,2024-07-01,55170,2695,20.47,34.92,30.05,5.0,3.0,19265.36,16578.58,2758.5,1655.1,4935.1,1210.26,1553.86,7213.24
1002,Maple Grill,2024-08-01,70747,4431,15.97,35.25,30.48,5.0,3.0,24938.32,21563.69,3537.35,2122.41,6184.4,2184.79,2316.38,7899.66
1002,Maple Grill,2024-09-01,131510,8356,15.74,29.46,26.47,5.0,3.0,38742.85,34810.7,6575.5,3945.3,4035.96,2215.95,1089.52,40094.22
1002,Maple Grill,2024-10-01,120531,5814,20.73,34.91,27.31,5.0,3.0,42077.37,32917.02,6026.55,3615.93,7596.05,1295.9,2323.35,24678.83
1002,Maple Grill,2024-11-01,86875,5758,15.09,31.61,30.04,5.0,3.0,27461.19,26097.25,4343.75,2606.25,6330.1,2247.02,1391.75,16397.69
1002,Maple Grill,2024-12-01,53278,3529,15.1,29.03,25.23,5.0,3.0,15466.6,13442.04,2663.9,1598.34,5868.47,2183.82,2338.37,9716.46
1003,Maple Grill,2022-01-01,102810,4436,23.18,35.74,31.65,5.0,3.0,36744.29,32539.37,5140.5,3084.3,4708.87,1395.11,2008.68,17188.88
1003,Maple Grill,2022-02-01,69918,3297,21.21,33.65,27.56,5.0,3.0,23527.41,19269.4,3495.9,2097.54,5614.32,1209.53,1986.71,12717.19
1003,Maple Grill,2022-03-01,58194,2551,22.81,29.14,29.58,5.0,3.0,16957.73,17213.79,2909.7,1745.82,7879.4,2058.26,2845.78,6583.52
1003,Maple Grill,2022-04-01,129133,5700,22.65,34.06,31.31,5.0,3.0,43982.7,40431.54,6456.65,3873.99,6390.08,2238.85,2462.92,23296.27
1003,Maple Grill,2022-05-01,138257,5764,23.99,35.7,26.84,5.0,3.0,49357.75,37108.18,6912.85,4147.71,5540.42,1392.64,1543.17,32254.28
1003,Maple Grill,2022-06-01,115198,7236,15.92,35.57,30.17,5.0,3.0,40975.93,34755.24,5759.9,3455.94,5564.82,2049.91,1477.19,21159.07
1003,Maple Grill,2022-07-01,144691,8155,17.74,33.4,26.55,5.0,3.0,48326.79,38415.46,7234.55,4340.73,7419.19,2200.35,1292.34,35461.59
1003,Maple Grill,2022-08-01,63504,3379,18.79,28.36,31.4,5.0,3.0,18009.73,19940.26,3175.2,1905.12,7991.21,2162.24,1933.29,8386.95
1003,Maple Grill,2022-09-01,94649,6295,15.04,30.09,28.41,5.0,3.0,28479.88,26889.78,4732.45,2839.47,7774.28,2435.54,1752.16,19745.44
1003,Maple Grill,2022-10-01,106443,4908,21.69,31.4,25.45,5.0,3.0,33423.1,27089.74,5322.15,3193.29,6651.54,1864.22,2935.49,25963.47
1003,Maple Grill,2022-11-01,52256,2202,23.73,32.73,28.08,5.0,3.0,17103.39,14673.48,2612.8,1567.68,5973.36,2499.16,1622.03,6204.1
1003,Maple Grill,2022-12-01,133739,5798,23.07,31.73,30.16,5.0,3.0,42435.38,40335.68,6686.95,4012.17,5637.47,2031.89,1364.11,31235.35
1003,Maple Grill,2023-01-01,149520,6599,22.66,35.44,25.2,5.0,3.0,52989.89,37679.04,7476.0,4485.6,6059.13,1699.07,2728.4,36402.87
1003,Maple Grill,2023-02-01,67003,3668,18.27,30.47,29.53,5.0,3.0,20415.81,19785.99,3350.15,2010.09,7897.28,1783.69,1119.56,10640.43
1003,Maple Grill,2023-03-01,88681,5002,17.73,35.24,28.72,5.0,3.0,31251.18,25469.18,4434.05,2660.43,7716.04,2198.24,2103.94,12847.94
1003,Maple Grill,2023-04-01,82768,3574,23.16,28.74,27.87,5.0,3.0,23787.52,23067.44,4138.4,2483.04,4518.03,2463.84,1040.39,21269.34
1003,Maple Grill,2023-05-01,119357,5882,20.29,31.17,25.73,5.0,3.0,37203.58,30710.56,5967.85,3580.71,4130.44,2366.47,2952.16,32445.23
1003,Maple Grill,2023-06-01,124232,5655,21.97,35.02,26.67,5.0,3.0,43506.05,33132.67,6211.6,3726.96,6651.48,1546.88,1423.1,28033.26
1003,Maple Grill,2023-07-01,54010,3185,16.96,31.93,28.92,5.0,3.0,17245.39,15619.69,2700.5,1620.3,6624.68,1641.37,1981.72,6576.35
1003,Maple Grill,2023-08-01,133306,5745,23.2,32.12,28.32,5.0,3.0,42817.89,37752.26,6665.3,3999.18,5657.75,1982.74,1540.85,32890.03
1003,Maple Grill,2023-09-01,131050,5874,22.31,28.26,31.66,5.0,3.0,37034.73,41490.43,6552.5,3931.5,5754.7,2296.68,2839.38,31150.08
1003,Maple Grill,2023-10-01,137415,7318,18.78,32.84,26.58,5.0,3.0,45127.09,36524.91,6870.75,4122.45,7893.81,1251.2,2343.03,33281.76
1003,Maple Grill,2023-11-01,135155,6345,21.3,34.77,30.88,5.0,3.0,46993.39,41735.86,6757.75,4054.65,6715.58,1955.88,1324.9,25616.99
1003,Maple Grill,2023-12-01,83684,4298,19.47,29.79,27.66,5.0,3.0,24929.46,23146.99,4184.2,2510.52,6654.69,1674.03,1349.86,19234.25
1003,Maple Grill,2024-01-01,122077,8002,15.26,28.03,26.64,5.0,3.0,34218.18,32521.31,6103.85,3662.31,5234.58,1982.3,2879.67,35474.8
1003,Maple Grill,2024-02-01,86986,5077,17.13,28.56,30.22,5.0,3.0,24843.2,26287.17,4349.3,2609.58,6176.54,1348.8,1158.2,20213.21
1003,Maple Grill,2024-03-01,132758,6958,19.08,28.11,25.8,5.0,3.0,37318.27,34251.56,6637.9,3982.74,7976.7,1983.09,1097.7,39510.04
1003,Maple Grill,2024-04-01,54266,2814,19.28,34.56,27.58,5.0,3.0,18754.33,14966.56,2713.3,1627.98,5718.74,2244.72,1048.58,7191.79
1003,Maple Grill,2024-05-01,117766,4847,24.3,29.6,28.32,5.0,3.0,34858.74,33351.33,5888.3,3532.98,6446.49,1206.69,2944.91,29536.56
1003,Maple Grill,2024-06-01,141488,6820,20.75,28.14,30.44,5.0,3.0,39814.72,43068.95,7074.4,4244.64,4984.45,1766.17,1638.23,38896.44
1003,Maple Grill,2024-07-01,70448,3451,20.41,28.56,26.02,5.0,3.0,20119.95,18330.57,3522.4,2113.44,5147.9,1221.4,1686.91,18305.43
1003,Maple Grill,2024-08-01,90248,4132,21.84,29.82,26.76,5.0,3.0,26911.95,24150.36,4512.4,2707.44,7318.48,2258.54,1887.47,20501.36
1003,Maple Grill,2024-09-01,59045,2491,23.7,31.3,29.44,5.0,3.0,18481.08,17382.85,2952.25,1771.35,6289.63,1860.71,2172.14,8134.99
1003,Maple Grill,2024-10-01,83269,3572,23.31,29.99,28.37,5.0,3.0,24972.37,23623.42,4163.45,2498.07,7418.8,1295.77,1857.86,17439.26
1003,Maple Grill,2024-11-01,127193,7696,16.53,28.09,26.99,5.0,3.0,35728.51,34329.39,6359.65,3815.79,6804.45,2238.52,2736.58,35180.11
1003,Maple Grill,2024-12-01,83995,4425,18.98,32.49,29.05,5.0,3.0,27289.98,24400.55,4199.75,2519.85,4250.68,1797.46,2245.96,17290.77
1004,Maple Grill,2022-01-01,50711,2207,22.98,34.9,29.54,5.0,3.0,17698.14,14980.03,2535.55,1521.33,7645.08,2220.54,2848.48,1261.85
1004,Maple Grill,2022-02-01,114545,5740,19.96,28.73,26.91,5.0,3.0,32908.78,30824.06,5727.25,3436.35,7808.43,2244.93,1791.22,29803.98
1004,Maple Grill,2022-03-01,76507,3737,20.47,32.09,30.43,5.0,3.0,24551.1,23281.08,3825.35,2295.21,4124.66,1567.03,2800.27,14062.3
1004,Maple Grill,2022-04-01,100944,4147,24.34,34.59,25.61,5.0,3.0,34916.53,25851.76,5047.2,3028.32,6321.85,2392.41,1384.93,22001.0
1004,Maple Grill,2022-05-01,52052,2873,18.12,31.85,29.95,5.0,3.0,16578.56,15589.57,2602.6,1561.56,5970.42,2459.64,2352.43,4937.22
1004,Maple Grill,2022-06-01,74685,3711,20.13,33.51,26.91,5.0,3.0,25026.94,20097.73,3734.25,2240.55,6700.72,1997.68,1517.32,13369.81
1004,Maple Grill,2022-07-01,133147,7916,16.82,33.67,28.0,5.0,3.0,44830.59,37281.16,6657.35,3994.41,7640.5,1613.37,2618.39,28511.23
1004,Maple Grill,2022-08-01,52897,3243,16.31,33.57,26.55,5.0,3.0,17757.52,14044.15,2644.85,1586.91,4353.96,1612.02,1933.95,8963.64
1004,Maple Grill,2022-09-01,88846,5211,17.05,33.04,30.86,5.0,3.0,29354.72,27417.88,4442.3,2665.38,6988.45,2436.6,1147.17,14393.5
1004,Maple Grill,2022-10-01,128579,5518,23.3,29.38,28.73,5.0,3.0,37776.51,36940.75,6428.95,3857.37,4278.69,2436.03,2705.99,34154.71
1004,Maple Grill,2022-11-01,68551,2979,23.01,32.56,31.16,5.0,3.0,22320.21,21360.49,3427.55,2056.53,6570.01,1766.02,1593.48,9456.71
1004,Maple Grill,2022-12-01,67748,3702,18.3,29.98,25.25,5.0,3.0,20310.85,17106.37,3387.4,2032.44,6731.15,1535.86,2398.41,14245.52
1004,Maple Grill,2023-01-01,74737,3638,20.54,33.25,25.53,5.0,3.0,24850.05,19080.36,3736.85,2242.11,5520.65,2157.7,1665.74,15483.54
1004,Maple Grill,2023-02-01,63941,2835,22.55,30.83,26.33,5.0,3.0,19713.01,16835.67,3197.05,1918.23,5338.8,2336.5,2655.21,11946.53
1004,Maple Grill,2023-03-01,75540,4624,16.34,28.13,26.54,5.0,3.0,21249.4,20048.32,3777.0,2266.2,7889.81,2194.62,2808.93,15305.72
1004,Maple Grill,2023-04-01,123976,5260,23.57,29.85,26.39,5.0,3.0,37006.84,32717.27,6198.8,3719.28,4716.89,1352.24,1783.73,36480.95
1004,Maple Grill,2023-05-01,125384,7783,16.11,32.79,27.91,5.0,3.0,41113.41,34994.67,6269.2,3761.52,7937.84,1713.24,2276.77,27317.35
1004,Maple Grill,2023-06-01,61342,3119,19.67,35.06,31.08,5.0,3.0,21506.51,19065.09,3067.1,1840.26,4542.79,2174.82,2721.63,6423.8
1004,Maple Grill,2023-07-01,114645,7611,15.06,28.02,31.8,5.0,3.0,32123.53,36457.11,5732.25,3439.35,6578.36,1676.07,2513.18,26125.15
1004,Maple Grill,2023-08-01,79535,3405,23.36,34.2,29.88,5.0,3.0,27200.97,23765.06,3976.75,2386.05,7557.22,2119.87,1114.36,11414.72
1004,Maple Grill,2023-09-01,95604,5630,16.98,30.73,28.39,5.0,3.0,29379.11,27141.98,4780.2,2868.12,6643.67,1697.27,1697.27,21396.38
